BaRT_ID;HORVU_ID
BaRT2v18chr3HG164520;HORVU.MOREX.r3.3HG0312760
BaRT2v18chr3HG172080;HORVU.MOREX.r3.3HG0327270
BaRT2v18chr3HG172820;HORVU.MOREX.r3.3HG0329040
BaRT2v18chr4HG176010;HORVU.MOREX.r3.4HG0333650
BaRT2v18chr4HG178260;HORVU.MOREX.r3.4HG0336680
BaRT2v18chr4HG178610;HORVU.MOREX.r3.4HG0337080
BaRT2v18chr4HG178750;HORVU.MOREX.r3.4HG0337230
BaRT2v18chr4HG181050;HORVU.MOREX.r3.4HG0340690
BaRT2v18chr4HG188000;HORVU.MOREX.r3.4HG0354730
BaRT2v18chr4HG188050;HORVU.MOREX.r3.4HG0354980
BaRT2v18chr4HG190920;HORVU.MOREX.r3.4HG0362920
BaRT2v18chr4HG198170;HORVU.MOREX.r3.4HG0382250
BaRT2v18chr4HG199440;HORVU.MOREX.r3.4HG0384350
BaRT2v18chr4HG200670;HORVU.MOREX.r3.4HG0386550
BaRT2v18chr4HG200670;HORVU.MOREX.r3.4HG0386550
BaRT2v18chr4HG201140;HORVU.MOREX.r3.4HG0387430
BaRT2v18chr4HG210460;HORVU.MOREX.r3.4HG0402810
BaRT2v18chr4HG211500;HORVU.MOREX.r3.4HG0404270
BaRT2v18chr4HG212250;HORVU.MOREX.r3.4HG0405560
BaRT2v18chr4HG212780;HORVU.MOREX.r3.4HG0406320
BaRT2v18chr4HG213150;HORVU.MOREX.r3.4HG0406930
BaRT2v18chr4HG215260;HORVU.MOREX.r3.4HG0410090
BaRT2v18chr4HG218430;HORVU.MOREX.r3.4HG0415080
BaRT2v18chr4HG218970;HORVU.MOREX.r3.4HG0415960
BaRT2v18chr4HG220400;HORVU.MOREX.r3.4HG0418190
BaRT2v18chr5HG229680;HORVU.MOREX.r3.5HG0441360
BaRT2v18chr5HG230370;HORVU.MOREX.r3.5HG0443000
BaRT2v18chr5HG236770;HORVU.MOREX.r3.5HG0458450
BaRT2v18chr5HG241840;HORVU.MOREX.r3.5HG0468970
BaRT2v18chr5HG244030;HORVU.MOREX.r3.5HG0473520
BaRT2v18chr5HG244380;HORVU.MOREX.r3.5HG0474060
BaRT2v18chr5HG244560;HORVU.MOREX.r3.5HG0474540
BaRT2v18chr5HG247820;HORVU.MOREX.r3.5HG0480660
BaRT2v18chr5HG253330;HORVU.MOREX.r3.5HG0490180
BaRT2v18chr5HG254690;HORVU.MOREX.r3.5HG0492130
BaRT2v18chr5HG258900;HORVU.MOREX.r3.5HG0498830
BaRT2v18chr5HG260370;HORVU.MOREX.r3.5HG0501380
BaRT2v18chr5HG264030;HORVU.MOREX.r3.5HG0508270
BaRT2v18chr5HG280950;HORVU.MOREX.r3.5HG0536930
BaRT2v18chr6HG293750;HORVU.MOREX.r3.6HG0564320
BaRT2v18chr6HG294790;HORVU.MOREX.r3.6HG0566930
BaRT2v18chr6HG298270;HORVU.MOREX.r3.6HG0573820
BaRT2v18chr6HG302520;HORVU.MOREX.r3.6HG0584810
BaRT2v18chr6HG306500;HORVU.MOREX.r3.6HG0594010
BaRT2v18chr6HG307420;HORVU.MOREX.r3.6HG0596460
BaRT2v18chr6HG307450;HORVU.MOREX.r3.6HG0596500
BaRT2v18chr6HG311380;HORVU.MOREX.r3.6HG0604260
BaRT2v18chr6HG314210;HORVU.MOREX.r3.6HG0609680
BaRT2v18chr6HG315180;HORVU.MOREX.r3.6HG0611480
BaRT2v18chr6HG315400;HORVU.MOREX.r3.6HG0612090
BaRT2v18chr6HG319180;HORVU.MOREX.r3.6HG0618160
BaRT2v18chr6HG321740;HORVU.MOREX.r3.6HG0622620
BaRT2v18chr6HG328470;HORVU.MOREX.r3.6HG0634250
BaRT2v18chr7HG330610;HORVU.MOREX.r3.7HG0637960
BaRT2v18chr7HG330610;HORVU.MOREX.r3.7HG0637960
BaRT2v18chr7HG335300;HORVU.MOREX.r3.7HG0648220
BaRT2v18chr7HG341350;HORVU.MOREX.r3.7HG0659570
BaRT2v18chr7HG343980;HORVU.MOREX.r3.7HG0664800
BaRT2v18chr7HG347520;HORVU.MOREX.r3.7HG0671360
BaRT2v18chr7HG349050;HORVU.MOREX.r3.7HG0674970
BaRT2v18chr7HG349050;HORVU.MOREX.r3.7HG0674970
BaRT2v18chr7HG350940;HORVU.MOREX.r3.7HG0678310
BaRT2v18chr7HG354800;HORVU.MOREX.r3.7HG0686830
BaRT2v18chr7HG356070;HORVU.MOREX.r3.7HG0689770
BaRT2v18chr7HG356830;HORVU.MOREX.r3.7HG0691610
BaRT2v18chr7HG358930;HORVU.MOREX.r3.7HG0697320
BaRT2v18chr7HG359720;HORVU.MOREX.r3.7HG0699250
BaRT2v18chr7HG367810;HORVU.MOREX.r3.7HG0716290
BaRT2v18chr7HG371670;HORVU.MOREX.r3.7HG0723210
BaRT2v18chr7HG373820;HORVU.MOREX.r3.7HG0727040
BaRT2v18chr7HG373820;HORVU.MOREX.r3.7HG0727040
BaRT2v18chr7HG374980;HORVU.MOREX.r3.7HG0728980
BaRT2v18chrUnG389090;HORVU.MOREX.r3.5HG0488110
BaRT2v18chrUnG389090;HORVU.MOREX.r3.5HG0488130
BaRT2v18chr1HG009280;HORVU.MOREX.r3.1HG0019410
BaRT2v18chr1HG010510;HORVU.MOREX.r3.1HG0021940
BaRT2v18chr1HG012100;HORVU.MOREX.r3.1HG0025720
BaRT2v18chr1HG013140;HORVU.MOREX.r3.1HG0028230
BaRT2v18chr1HG013380;HORVU.MOREX.r3.1HG0029430
BaRT2v18chr1HG014510;HORVU.MOREX.r3.1HG0032760
BaRT2v18chr1HG018400;HORVU.MOREX.r3.1HG0042440
BaRT2v18chr1HG020000;HORVU.MOREX.r3.1HG0046280
BaRT2v18chr1HG020540;HORVU.MOREX.r3.1HG0047470
BaRT2v18chr1HG021640;HORVU.MOREX.r3.1HG0049770
BaRT2v18chr1HG021650;HORVU.MOREX.r3.1HG0049840
BaRT2v18chr1HG024310;HORVU.MOREX.r3.1HG0054530
BaRT2v18chr1HG025320;HORVU.MOREX.r3.1HG0056360
BaRT2v18chr1HG026910;HORVU.MOREX.r3.1HG0058970
BaRT2v18chr1HG027340;HORVU.MOREX.r3.1HG0059470
BaRT2v18chr1HG029130;HORVU.MOREX.r3.1HG0062870
BaRT2v18chr1HG029190;HORVU.MOREX.r3.1HG0062940
BaRT2v18chr1HG031540;HORVU.MOREX.r3.1HG0066900
BaRT2v18chr1HG033830;HORVU.MOREX.r3.1HG0070210
BaRT2v18chr1HG036680;HORVU.MOREX.r3.1HG0074350
BaRT2v18chr1HG038810;HORVU.MOREX.r3.1HG0077640
BaRT2v18chr1HG039630;HORVU.MOREX.r3.1HG0079120
BaRT2v18chr1HG039970;HORVU.MOREX.r3.1HG0079630
BaRT2v18chr1HG045940;HORVU.MOREX.r3.1HG0089460
BaRT2v18chr1HG047430;HORVU.MOREX.r3.1HG0092200
BaRT2v18chr2HG058400;HORVU.MOREX.r3.2HG0111640
BaRT2v18chr2HG062480;HORVU.MOREX.r3.2HG0119460
BaRT2v18chr2HG065610;HORVU.MOREX.r3.2HG0125510
BaRT2v18chr2HG068300;HORVU.MOREX.r3.2HG0130920
BaRT2v18chr2HG076950;HORVU.MOREX.r3.2HG0151810
BaRT2v18chr2HG077450;HORVU.MOREX.r3.2HG0153250
BaRT2v18chr2HG077730;HORVU.MOREX.r3.2HG0153830
BaRT2v18chr2HG077920;HORVU.MOREX.r3.2HG0154170
BaRT2v18chr2HG081280;HORVU.MOREX.r3.2HG0161380
BaRT2v18chr2HG085340;HORVU.MOREX.r3.2HG0170810
BaRT2v18chr2HG085860;HORVU.MOREX.r3.2HG0171860
BaRT2v18chr2HG086480;HORVU.MOREX.r3.2HG0172940
BaRT2v18chr2HG089590;HORVU.MOREX.r3.2HG0177780
BaRT2v18chr2HG096210;HORVU.MOREX.r3.2HG0188300
BaRT2v18chr2HG097480;HORVU.MOREX.r3.2HG0190400
BaRT2v18chr2HG098100;HORVU.MOREX.r3.2HG0191420
BaRT2v18chr2HG099260;HORVU.MOREX.r3.2HG0193090
BaRT2v18chr2HG099420;HORVU.MOREX.r3.2HG0193390
BaRT2v18chr2HG100350;HORVU.MOREX.r3.2HG0195130
BaRT2v18chr2HG100640;HORVU.MOREX.r3.2HG0194650
BaRT2v18chr2HG106100;HORVU.MOREX.r3.2HG0202670
BaRT2v18chr2HG109170;HORVU.MOREX.r3.2HG0207980
BaRT2v18chr2HG109880;HORVU.MOREX.r3.2HG0209180
BaRT2v18chr2HG114220;HORVU.MOREX.r3.2HG0218030
BaRT2v18chr3HG115020;HORVU.MOREX.r3.3HG0218260
BaRT2v18chr3HG116970;HORVU.MOREX.r3.3HG0221800
BaRT2v18chr3HG119940;HORVU.MOREX.r3.3HG0228230
BaRT2v18chr3HG124970;HORVU.MOREX.r3.3HG0236880
BaRT2v18chr3HG125550;HORVU.MOREX.r3.3HG0237880
BaRT2v18chr3HG125940;HORVU.MOREX.r3.3HG0239050
BaRT2v18chr3HG127300;HORVU.MOREX.r3.3HG0241770
BaRT2v18chr3HG128170;HORVU.MOREX.r3.3HG0243610
BaRT2v18chr3HG128520;HORVU.MOREX.r3.3HG0244240
BaRT2v18chr3HG128670;HORVU.MOREX.r3.3HG0244680
BaRT2v18chr3HG129830;HORVU.MOREX.r3.3HG0246800
BaRT2v18chr3HG132260;HORVU.MOREX.r3.3HG0252110
BaRT2v18chr3HG133260;HORVU.MOREX.r3.3HG0254150
BaRT2v18chr3HG134530;HORVU.MOREX.r3.3HG0256400
BaRT2v18chr3HG137990;HORVU.MOREX.r3.3HG0265990
BaRT2v18chr3HG138590;HORVU.MOREX.r3.3HG0267230
BaRT2v18chr3HG139170;HORVU.MOREX.r3.3HG0268810
BaRT2v18chr3HG143120;HORVU.MOREX.r3.3HG0278110
BaRT2v18chr3HG144670;HORVU.MOREX.r3.3HG0281100
BaRT2v18chr3HG145500;HORVU.MOREX.r3.3HG0282790
BaRT2v18chr3HG146800;HORVU.MOREX.r3.3HG0285150
BaRT2v18chr3HG146820;HORVU.MOREX.r3.3HG0285210
BaRT2v18chr3HG151390;HORVU.MOREX.r3.3HG0292900
BaRT2v18chr3HG152400;HORVU.MOREX.r3.3HG0294620
BaRT2v18chr3HG153620;HORVU.MOREX.r3.3HG0296270
BaRT2v18chr3HG153740;HORVU.MOREX.r3.3HG0296450
BaRT2v18chr3HG153740;HORVU.MOREX.r3.3HG0296450
BaRT2v18chr3HG154380;HORVU.MOREX.r3.3HG0297570
BaRT2v18chr3HG159270;HORVU.MOREX.r3.3HG0305030
BaRT2v18chr3HG160580;HORVU.MOREX.r3.3HG0306880
BaRT2v18chr3HG160870;HORVU.MOREX.r3.3HG0307340
BaRT2v18chr3HG161820;HORVU.MOREX.r3.3HG0308970
BaRT2v18chr3HG164520;HORVU.MOREX.r3.3HG0312760
BaRT2v18chr3HG164520;HORVU.MOREX.r3.3HG0312760
BaRT2v18chr3HG164520;HORVU.MOREX.r3.3HG0312760
BaRT2v18chr3HG169020;HORVU.MOREX.r3.3HG0321560
BaRT2v18chr3HG171160;HORVU.MOREX.r3.3HG0325580
BaRT2v18chr3HG172000;HORVU.MOREX.r3.3HG0327190
BaRT2v18chr4HG175400;HORVU.MOREX.r3.4HG0333000
BaRT2v18chr4HG175910;HORVU.MOREX.r3.4HG0333550
BaRT2v18chr4HG176010;HORVU.MOREX.r3.4HG0333650
BaRT2v18chr4HG177090;HORVU.MOREX.r3.4HG0335030
BaRT2v18chr4HG178560;HORVU.MOREX.r3.4HG0337040
BaRT2v18chr4HG179000;HORVU.MOREX.r3.4HG0337700
BaRT2v18chr4HG181050;HORVU.MOREX.r3.4HG0340690
BaRT2v18chr4HG181100;HORVU.MOREX.r3.4HG0340820
BaRT2v18chr4HG184260;HORVU.MOREX.r3.4HG0346410
BaRT2v18chr4HG188050;HORVU.MOREX.r3.4HG0354980
BaRT2v18chr4HG191880;HORVU.MOREX.r3.4HG0365740
BaRT2v18chr4HG193100;HORVU.MOREX.r3.4HG0369610
BaRT2v18chr4HG193120;HORVU.MOREX.r3.4HG0369710
BaRT2v18chr4HG193370;HORVU.MOREX.r3.4HG0370520
BaRT2v18chr4HG195850;HORVU.MOREX.r3.4HG0377280
BaRT2v18chr4HG199440;HORVU.MOREX.r3.4HG0384350
BaRT2v18chr4HG200850;HORVU.MOREX.r3.4HG0386920
BaRT2v18chr4HG201160;HORVU.MOREX.r3.4HG0387510
BaRT2v18chr4HG201890;HORVU.MOREX.r3.4HG0388860
BaRT2v18chr4HG204400;HORVU.MOREX.r3.4HG0393010
BaRT2v18chr4HG210900;HORVU.MOREX.r3.4HG0403400
BaRT2v18chr4HG212180;HORVU.MOREX.r3.4HG0405370
BaRT2v18chr4HG220400;HORVU.MOREX.r3.4HG0418190
BaRT2v18chr4HG220400;HORVU.MOREX.r3.4HG0418190
BaRT2v18chr5HG225650;HORVU.MOREX.r3.5HG0430480
BaRT2v18chr5HG226660;HORVU.MOREX.r3.5HG0433250
BaRT2v18chr5HG234700;HORVU.MOREX.r3.5HG0453430
BaRT2v18chr5HG237010;HORVU.MOREX.r3.5HG0459090
BaRT2v18chr5HG239070;HORVU.MOREX.r3.5HG0463430
BaRT2v18chr5HG239950;HORVU.MOREX.r3.5HG0465190
BaRT2v18chr5HG240080;HORVU.MOREX.r3.5HG0465530
BaRT2v18chr5HG240120;HORVU.MOREX.r3.5HG0465560
BaRT2v18chr5HG242850;HORVU.MOREX.r3.5HG0470940
BaRT2v18chr5HG244380;HORVU.MOREX.r3.5HG0474060
BaRT2v18chr5HG245590;HORVU.MOREX.r3.5HG0476550
BaRT2v18chr5HG256910;HORVU.MOREX.r3.5HG0495770
BaRT2v18chr5HG258900;HORVU.MOREX.r3.5HG0498830
BaRT2v18chr5HG261190;HORVU.MOREX.r3.5HG0502780
BaRT2v18chr5HG266760;HORVU.MOREX.r3.5HG0512490
BaRT2v18chr5HG268280;HORVU.MOREX.r3.5HG0514690
BaRT2v18chr5HG270060;HORVU.MOREX.r3.5HG0517860
BaRT2v18chr5HG271080;HORVU.MOREX.r3.5HG0519730
BaRT2v18chr5HG277040;HORVU.MOREX.r3.5HG0529660
BaRT2v18chr6HG283010;HORVU.MOREX.r3.6HG0540590
BaRT2v18chr6HG283310;HORVU.MOREX.r3.6HG0542310
BaRT2v18chr6HG285840;HORVU.MOREX.r3.6HG0545810
BaRT2v18chr6HG290320;HORVU.MOREX.r3.6HG0554700
BaRT2v18chr6HG290660;HORVU.MOREX.r3.6HG0555250
BaRT2v18chr6HG292030;HORVU.MOREX.r3.6HG0558240
BaRT2v18chr6HG295040;HORVU.MOREX.r3.6HG0567370
BaRT2v18chr6HG295280;HORVU.MOREX.r3.6HG0568070
BaRT2v18chr6HG299140;HORVU.MOREX.r3.6HG0575740
BaRT2v18chr6HG299140;HORVU.MOREX.r3.6HG0575740
BaRT2v18chr6HG304300;HORVU.MOREX.r3.6HG0589560
BaRT2v18chr6HG304760;HORVU.MOREX.r3.6HG0590620
BaRT2v18chr6HG305690;HORVU.MOREX.r3.6HG0592510
BaRT2v18chr6HG306020;HORVU.MOREX.r3.6HG0593250
BaRT2v18chr6HG309080;HORVU.MOREX.r3.6HG0599630
BaRT2v18chr6HG311380;HORVU.MOREX.r3.6HG0604260
BaRT2v18chr6HG312380;HORVU.MOREX.r3.6HG0606220
BaRT2v18chr6HG315180;HORVU.MOREX.r3.6HG0611480
BaRT2v18chr6HG316340;HORVU.MOREX.r3.6HG0613660
BaRT2v18chr6HG320900;HORVU.MOREX.r3.6HG0620980
BaRT2v18chr6HG320900;HORVU.MOREX.r3.6HG0620980
BaRT2v18chr6HG324650;HORVU.MOREX.r3.6HG0627750
BaRT2v18chr6HG325920;HORVU.MOREX.r3.6HG0629730
BaRT2v18chr6HG325920;HORVU.MOREX.r3.6HG0629730
BaRT2v18chr6HG325990;HORVU.MOREX.r3.6HG0629810
BaRT2v18chr7HG334180;HORVU.MOREX.r3.7HG0645350
BaRT2v18chr7HG334180;HORVU.MOREX.r3.7HG0645350
BaRT2v18chr7HG338550;HORVU.MOREX.r3.7HG0654830
BaRT2v18chr7HG343880;HORVU.MOREX.r3.7HG0664630
BaRT2v18chr7HG348820;HORVU.MOREX.r3.7HG0674510
BaRT2v18chr7HG354470;HORVU.MOREX.r3.7HG0686010
BaRT2v18chr7HG356830;HORVU.MOREX.r3.7HG0691610
BaRT2v18chr7HG357090;HORVU.MOREX.r3.7HG0692370
BaRT2v18chr7HG357170;HORVU.MOREX.r3.7HG0692610
BaRT2v18chr7HG362120;HORVU.MOREX.r3.7HG0704520
BaRT2v18chr7HG366170;HORVU.MOREX.r3.7HG0712870
BaRT2v18chr7HG366290;HORVU.MOREX.r3.7HG0713160
BaRT2v18chr7HG367240;HORVU.MOREX.r3.7HG0715010
BaRT2v18chr7HG369270;HORVU.MOREX.r3.7HG0719110
BaRT2v18chr7HG369670;HORVU.MOREX.r3.7HG0719830
BaRT2v18chr7HG373700;HORVU.MOREX.r3.7HG0726850
BaRT2v18chr7HG373700;HORVU.MOREX.r3.7HG0726850
BaRT2v18chr7HG374140;HORVU.MOREX.r3.7HG0727500
BaRT2v18chr7HG374980;HORVU.MOREX.r3.7HG0728980
BaRT2v18chr7HG378190;HORVU.MOREX.r3.7HG0735110
BaRT2v18chr7HG383320;HORVU.MOREX.r3.7HG0744780
BaRT2v18chr7HG383940;HORVU.MOREX.r3.7HG0745700
BaRT2v18chr7HG384350;HORVU.MOREX.r3.7HG0746460
BaRT2v18chrUnG388590;HORVU.MOREX.r3.2HG0216930
BaRT2v18chrUnG389090;HORVU.MOREX.r3.5HG0488110
BaRT2v18chrUnG389090;HORVU.MOREX.r3.5HG0488130
;
